CD_CENTRO,MesAno,EC_ANL_relativo_pred
CENTRO179,2025-07-01,0.19127214
CENTRO179,2025-08-01,0.1742551
CENTRO179,2025-09-01,0.15960686
CENTRO179,2025-10-01,0.1655678
CENTRO179,2025-11-01,0.17738906
CENTRO179,2025-12-01,0.19297533
CENTRO181,2025-07-01,0.034633398
CENTRO181,2025-08-01,0.03685733
CENTRO181,2025-09-01,0.04596752
CENTRO181,2025-10-01,0.07392575
CENTRO181,2025-11-01,0.07052056
CENTRO181,2025-12-01,0.08167716
CENTRO183,2025-07-01,0.14611737
CENTRO183,2025-08-01,0.13202436
CENTRO183,2025-09-01,0.1184093
CENTRO183,2025-10-01,0.11777747
CENTRO183,2025-11-01,0.13116096
CENTRO183,2025-12-01,0.09685175
CENTRO184,2025-07-01,0.10654926
CENTRO184,2025-08-01,0.090170436
CENTRO184,2025-09-01,0.07402234
CENTRO184,2025-10-01,0.06130504
CENTRO184,2025-11-01,0.07350664
CENTRO184,2025-12-01,0.06933693
CENTRO185,2025-07-01,0.1876357
CENTRO185,2025-08-01,0.19017494
CENTRO185,2025-09-01,0.18629976
CENTRO185,2025-10-01,0.16465634
CENTRO185,2025-11-01,0.15113361
CENTRO185,2025-12-01,0.1856506
CENTRO186,2025-07-01,0.05819629
CENTRO186,2025-08-01,0.06313933
CENTRO186,2025-09-01,0.058192953
CENTRO186,2025-10-01,0.06540833
CENTRO186,2025-11-01,0.079123095
CENTRO186,2025-12-01,0.07839507
CENTRO187,2025-07-01,0.073455
CENTRO187,2025-08-01,0.0929774
CENTRO187,2025-09-01,0.09907637
CENTRO187,2025-10-01,0.11051914
CENTRO187,2025-11-01,0.10336843
CENTRO187,2025-12-01,0.13427572
CENTRO188,2025-07-01,0.1464843
CENTRO188,2025-08-01,0.14168265
CENTRO188,2025-09-01,0.12644555
CENTRO188,2025-10-01,0.11065778
CENTRO188,2025-11-01,0.106196776
CENTRO188,2025-12-01,0.12484418
CENTRO189,2025-07-01,0.09237989
CENTRO189,2025-08-01,0.07049079
CENTRO189,2025-09-01,0.0691831
CENTRO189,2025-10-01,0.10801583
CENTRO189,2025-11-01,0.10398904
CENTRO189,2025-12-01,0.0870266
CENTRO19,2025-07-01,0.101261005
CENTRO19,2025-08-01,0.097353175
CENTRO19,2025-09-01,0.10533381
CENTRO19,2025-10-01,0.09766315
CENTRO19,2025-11-01,0.09138792
CENTRO19,2025-12-01,0.10205125
CENTRO190,2025-07-01,0.05910115
CENTRO190,2025-08-01,0.08366626
CENTRO190,2025-09-01,0.10019654
CENTRO190,2025-10-01,0.07447381
CENTRO190,2025-11-01,0.08066527
CENTRO190,2025-12-01,0.07578751
CENTRO191,2025-07-01,0.09424594
CENTRO191,2025-08-01,0.09535076
CENTRO191,2025-09-01,0.09506878
CENTRO191,2025-10-01,0.11374431
CENTRO191,2025-11-01,0.10041173
CENTRO191,2025-12-01,0.1265562
CENTRO192,2025-07-01,0.11935378
CENTRO192,2025-08-01,0.12979536
CENTRO192,2025-09-01,0.111847535
CENTRO192,2025-10-01,0.119485795
CENTRO192,2025-11-01,0.12805738
CENTRO192,2025-12-01,0.12530133
CENTRO193,2025-07-01,0.12970456
CENTRO193,2025-08-01,0.11868092
CENTRO193,2025-09-01,0.1084043
CENTRO193,2025-10-01,0.09534628
CENTRO193,2025-11-01,0.07728413
CENTRO193,2025-12-01,0.07073764
CENTRO194,2025-07-01,0.06453318
CENTRO194,2025-08-01,0.085804045
CENTRO194,2025-09-01,0.09389841
CENTRO194,2025-10-01,0.1102777
CENTRO194,2025-11-01,0.12175585
CENTRO194,2025-12-01,0.11828617
CENTRO195,2025-07-01,0.17386003
CENTRO195,2025-08-01,0.16566709
CENTRO195,2025-09-01,0.15495495
CENTRO195,2025-10-01,0.16644873
CENTRO195,2025-11-01,0.16291228
CENTRO195,2025-12-01,0.19368118
CENTRO196,2025-07-01,0.08072672
CENTRO196,2025-08-01,0.09303419
CENTRO196,2025-09-01,0.0992901
CENTRO196,2025-10-01,0.07495512
CENTRO196,2025-11-01,0.10329092
CENTRO196,2025-12-01,0.11232297
CENTRO2,2025-07-01,0.11691491
CENTRO2,2025-08-01,0.10863488
CENTRO2,2025-09-01,0.09547989
CENTRO2,2025-10-01,0.0842935
CENTRO2,2025-11-01,0.085646935
CENTRO2,2025-12-01,0.0824944
CENTRO204,2025-07-01,0.05866718
CENTRO204,2025-08-01,0.06395852
CENTRO204,2025-09-01,0.05591698
CENTRO204,2025-10-01,0.055563785
CENTRO204,2025-11-01,0.056908213
CENTRO204,2025-12-01,0.0630443
CENTRO205,2025-07-01,0.034286827
CENTRO205,2025-08-01,0.03455859
CENTRO205,2025-09-01,0.060253713
CENTRO205,2025-10-01,0.04890567
CENTRO205,2025-11-01,0.046174195
CENTRO205,2025-12-01,0.034751143
CENTRO206,2025-07-01,0.1747014
CENTRO206,2025-08-01,0.14806443
CENTRO206,2025-09-01,0.15614235
CENTRO206,2025-10-01,0.124793656
CENTRO206,2025-11-01,0.09750428
CENTRO206,2025-12-01,0.09235742
CENTRO207,2025-07-01,0.097271904
CENTRO207,2025-08-01,0.11849896
CENTRO207,2025-09-01,0.10159654
CENTRO207,2025-10-01,0.09935794
CENTRO207,2025-11-01,0.09996198
CENTRO207,2025-12-01,0.12092681
CENTRO208,2025-07-01,0.10814228
CENTRO208,2025-08-01,0.11998763
CENTRO208,2025-09-01,0.1251642
CENTRO208,2025-10-01,0.09262025
CENTRO208,2025-11-01,0.09565802
CENTRO208,2025-12-01,0.06826907
CENTRO209,2025-07-01,0.09817339
CENTRO209,2025-08-01,0.10113974
CENTRO209,2025-09-01,0.14778635
CENTRO209,2025-10-01,0.12676963
CENTRO209,2025-11-01,0.10183532
CENTRO209,2025-12-01,0.10878806
CENTRO21,2025-07-01,0.036101006
CENTRO21,2025-08-01,0.041780066
CENTRO21,2025-09-01,0.056927346
CENTRO21,2025-10-01,0.054131728
CENTRO21,2025-11-01,0.05648133
CENTRO21,2025-12-01,0.079072446
CENTRO210,2025-07-01,0.05447879
CENTRO210,2025-08-01,0.06431348
CENTRO210,2025-09-01,0.07112971
CENTRO210,2025-10-01,0.06251838
CENTRO210,2025-11-01,0.053139396
CENTRO210,2025-12-01,0.03516838
CENTRO211,2025-07-01,0.14763163
CENTRO211,2025-08-01,0.14386435
CENTRO211,2025-09-01,0.15048824
CENTRO211,2025-10-01,0.12906034
CENTRO211,2025-11-01,0.11359945
CENTRO211,2025-12-01,0.12106699
CENTRO213,2025-07-01,0.07953045
CENTRO213,2025-08-01,0.08733315
CENTRO213,2025-09-01,0.07441277
CENTRO213,2025-10-01,0.054894406
CENTRO213,2025-11-01,0.07157411
CENTRO213,2025-12-01,0.07170785
CENTRO214,2025-07-01,0.045965835
CENTRO214,2025-08-01,0.06135112
CENTRO214,2025-09-01,0.06879377
CENTRO214,2025-10-01,0.06477522
CENTRO214,2025-11-01,0.06880478
CENTRO214,2025-12-01,0.0826606
CENTRO221,2025-07-01,0.08995205
CENTRO221,2025-08-01,0.09868943
CENTRO221,2025-09-01,0.093121566
CENTRO221,2025-10-01,0.08586348
CENTRO221,2025-11-01,0.09400558
CENTRO221,2025-12-01,0.082522035
CENTRO224,2025-07-01,0.085182816
CENTRO224,2025-08-01,0.09465685
CENTRO224,2025-09-01,0.0924455
CENTRO224,2025-10-01,0.07367446
CENTRO224,2025-11-01,0.07278467
CENTRO224,2025-12-01,0.090076365
CENTRO225,2025-07-01,0.07562809
CENTRO225,2025-08-01,0.07046172
CENTRO225,2025-09-01,0.053658858
CENTRO225,2025-10-01,0.046074662
CENTRO225,2025-11-01,0.046809826
CENTRO225,2025-12-01,0.03726547
CENTRO227,2025-07-01,0.06065291
CENTRO227,2025-08-01,0.058888976
CENTRO227,2025-09-01,0.064074025
CENTRO227,2025-10-01,0.07096376
CENTRO227,2025-11-01,0.06850726
CENTRO227,2025-12-01,0.078269
CENTRO239,2025-07-01,0.1811226
CENTRO239,2025-08-01,0.1779354
CENTRO239,2025-09-01,0.18981716
CENTRO239,2025-10-01,0.18793577
CENTRO239,2025-11-01,0.18133341
CENTRO239,2025-12-01,0.16431582
CENTRO24,2025-07-01,0.03568799
CENTRO24,2025-08-01,0.03664457
CENTRO24,2025-09-01,0.03596573
CENTRO24,2025-10-01,0.06157691
CENTRO24,2025-11-01,0.054936662
CENTRO24,2025-12-01,0.059337884
CENTRO240,2025-07-01,0.09751106
CENTRO240,2025-08-01,0.10790924
CENTRO240,2025-09-01,0.10360187
CENTRO240,2025-10-01,0.10702326
CENTRO240,2025-11-01,0.11754239
CENTRO240,2025-12-01,0.12848797
CENTRO241,2025-07-01,0.06860641
CENTRO241,2025-08-01,0.06058661
CENTRO241,2025-09-01,0.05860793
CENTRO241,2025-10-01,0.053394828
CENTRO241,2025-11-01,0.046961885
CENTRO241,2025-12-01,0.0783852
CENTRO242,2025-07-01,0.096001245
CENTRO242,2025-08-01,0.12019543
CENTRO242,2025-09-01,0.10819151
CENTRO242,2025-10-01,0.08929725
CENTRO242,2025-11-01,0.07565318
CENTRO242,2025-12-01,0.07899773
CENTRO243,2025-07-01,0.121387735
CENTRO243,2025-08-01,0.110908754
CENTRO243,2025-09-01,0.11038979
CENTRO243,2025-10-01,0.11356603
CENTRO243,2025-11-01,0.10863397
CENTRO243,2025-12-01,0.110989965
CENTRO25,2025-07-01,0.09451689
CENTRO25,2025-08-01,0.07402234
CENTRO25,2025-09-01,0.07113952
CENTRO25,2025-10-01,0.07352813
CENTRO25,2025-11-01,0.07158416
CENTRO25,2025-12-01,0.09076839
CENTRO260,2025-07-01,0.060903717
CENTRO260,2025-08-01,0.049960542
CENTRO260,2025-09-01,0.038689896
CENTRO260,2025-10-01,0.035714153
CENTRO260,2025-11-01,0.057077695
CENTRO260,2025-12-01,0.064906746
CENTRO261,2025-07-01,0.0792006
CENTRO261,2025-08-01,0.07981899
CENTRO261,2025-09-01,0.07199896
CENTRO261,2025-10-01,0.07777791
CENTRO261,2025-11-01,0.06473221
CENTRO261,2025-12-01,0.08470919
CENTRO264,2025-07-01,0.13241869
CENTRO264,2025-08-01,0.15697968
CENTRO264,2025-09-01,0.150182
CENTRO264,2025-10-01,0.13050619
CENTRO264,2025-11-01,0.12817025
CENTRO264,2025-12-01,0.10309312
CENTRO266,2025-07-01,0.15485431
CENTRO266,2025-08-01,0.14750503
CENTRO266,2025-09-01,0.15718402
CENTRO266,2025-10-01,0.11247764
CENTRO266,2025-11-01,0.10504527
CENTRO266,2025-12-01,0.10539807
CENTRO267,2025-07-01,0.103059694
CENTRO267,2025-08-01,0.091345534
CENTRO267,2025-09-01,0.124515995
CENTRO267,2025-10-01,0.08609588
CENTRO267,2025-11-01,0.0906599
CENTRO267,2025-12-01,0.082845815
CENTRO268,2025-07-01,0.08592601
CENTRO268,2025-08-01,0.08608356
CENTRO268,2025-09-01,0.054755054
CENTRO268,2025-10-01,0.057854705
CENTRO268,2025-11-01,0.054158702
CENTRO268,2025-12-01,0.046232745
CENTRO269,2025-07-01,0.08904823
CENTRO269,2025-08-01,0.082962
CENTRO269,2025-09-01,0.09143338
CENTRO269,2025-10-01,0.09524083
CENTRO269,2025-11-01,0.0928048
CENTRO269,2025-12-01,0.108178586
CENTRO27,2025-07-01,0.07154925
CENTRO27,2025-08-01,0.06999812
CENTRO27,2025-09-01,0.049410537
CENTRO27,2025-10-01,0.046107788
CENTRO27,2025-11-01,0.058589853
CENTRO27,2025-12-01,0.06832339
CENTRO272,2025-07-01,0.11636657
CENTRO272,2025-08-01,0.085804194
CENTRO272,2025-09-01,0.08399425
CENTRO272,2025-10-01,0.102587044
CENTRO272,2025-11-01,0.08627144
CENTRO272,2025-12-01,0.07216629
CENTRO273,2025-07-01,0.071052976
CENTRO273,2025-08-01,0.07002198
CENTRO273,2025-09-01,0.06155992
CENTRO273,2025-10-01,0.059112135
CENTRO273,2025-11-01,0.05626914
CENTRO273,2025-12-01,0.059293684
CENTRO274,2025-07-01,0.13296208
CENTRO274,2025-08-01,0.12793598
CENTRO274,2025-09-01,0.119163916
CENTRO274,2025-10-01,0.11356603
CENTRO274,2025-11-01,0.10736799
CENTRO274,2025-12-01,0.10750682
CENTRO275,2025-07-01,0.08022111
CENTRO275,2025-08-01,0.070477456
CENTRO275,2025-09-01,0.06379673
CENTRO275,2025-10-01,0.07294204
CENTRO275,2025-11-01,0.084516756
CENTRO275,2025-12-01,0.08556628
CENTRO277,2025-07-01,0.12677962
CENTRO277,2025-08-01,0.12108907
CENTRO277,2025-09-01,0.12668432
CENTRO277,2025-10-01,0.14114141
CENTRO277,2025-11-01,0.13229944
CENTRO277,2025-12-01,0.11881253
CENTRO279,2025-07-01,0.10616619
CENTRO279,2025-08-01,0.112032965
CENTRO279,2025-09-01,0.078782104
CENTRO279,2025-10-01,0.09292344
CENTRO279,2025-11-01,0.104146264
CENTRO279,2025-12-01,0.075383656
CENTRO280,2025-07-01,0.09280508
CENTRO280,2025-08-01,0.12389814
CENTRO280,2025-09-01,0.12014137
CENTRO280,2025-10-01,0.089393266
CENTRO280,2025-11-01,0.09988166
CENTRO280,2025-12-01,0.121888794
CENTRO281,2025-07-01,0.07704779
CENTRO281,2025-08-01,0.08344508
CENTRO281,2025-09-01,0.039095942
CENTRO281,2025-10-01,0.05927819
CENTRO281,2025-11-01,0.08851364
CENTRO281,2025-12-01,0.07773157
CENTRO29,2025-07-01,0.18929718
CENTRO29,2025-08-01,0.1970454
CENTRO29,2025-09-01,0.19089304
CENTRO29,2025-10-01,0.15255125
CENTRO29,2025-11-01,0.15232225
CENTRO29,2025-12-01,0.15009199
CENTRO291,2025-07-01,0.08862613
CENTRO291,2025-08-01,0.07303986
CENTRO291,2025-09-01,0.11680416
CENTRO291,2025-10-01,0.111778714
CENTRO291,2025-11-01,0.08775657
CENTRO291,2025-12-01,0.0841687
CENTRO293,2025-07-01,0.08583423
CENTRO293,2025-08-01,0.083992496
CENTRO293,2025-09-01,0.059314586
CENTRO293,2025-10-01,0.043485977
CENTRO293,2025-11-01,0.05172885
CENTRO293,2025-12-01,0.06431489
CENTRO3,2025-07-01,0.09965957
CENTRO3,2025-08-01,0.1138257
CENTRO3,2025-09-01,0.10366833
CENTRO3,2025-10-01,0.10359752
CENTRO3,2025-11-01,0.08541767
CENTRO3,2025-12-01,0.07598628
CENTRO32,2025-07-01,0.12588365
CENTRO32,2025-08-01,0.13226259
CENTRO32,2025-09-01,0.12951162
CENTRO32,2025-10-01,0.12817882
CENTRO32,2025-11-01,0.0968683
CENTRO32,2025-12-01,0.107426494
CENTRO33,2025-07-01,0.14918022
CENTRO33,2025-08-01,0.1478446
CENTRO33,2025-09-01,0.1315814
CENTRO33,2025-10-01,0.12863426
CENTRO33,2025-11-01,0.12741964
CENTRO33,2025-12-01,0.12712936
CENTRO34,2025-07-01,0.06317737
CENTRO34,2025-08-01,0.07089523
CENTRO34,2025-09-01,0.06752657
CENTRO34,2025-10-01,0.06199493
CENTRO34,2025-11-01,0.055894773
CENTRO34,2025-12-01,0.0594865
CENTRO35,2025-07-01,0.12552664
CENTRO35,2025-08-01,0.15402518
CENTRO35,2025-09-01,0.16504982
CENTRO35,2025-10-01,0.13936144
CENTRO35,2025-11-01,0.13260274
CENTRO35,2025-12-01,0.14276743
CENTRO36,2025-07-01,0.0652436
CENTRO36,2025-08-01,0.06375295
CENTRO36,2025-09-01,0.07315472
CENTRO36,2025-10-01,0.077616744
CENTRO36,2025-11-01,0.0882939
CENTRO36,2025-12-01,0.08981785
CENTRO39,2025-07-01,0.124482594
CENTRO39,2025-08-01,0.121798076
CENTRO39,2025-09-01,0.107537836
CENTRO39,2025-10-01,0.10915168
CENTRO39,2025-11-01,0.16154604
CENTRO39,2025-12-01,0.11932259
CENTRO4,2025-07-01,0.116480686
CENTRO4,2025-08-01,0.12959199
CENTRO4,2025-09-01,0.11778682
CENTRO4,2025-10-01,0.089438915
CENTRO4,2025-11-01,0.09511677
CENTRO4,2025-12-01,0.08159405
CENTRO40,2025-07-01,0.14065766
CENTRO40,2025-08-01,0.15527114
CENTRO40,2025-09-01,0.13414267
CENTRO40,2025-10-01,0.14193688
CENTRO40,2025-11-01,0.1345916
CENTRO40,2025-12-01,0.13385239
